trans_id,cliente_id,valor,mcc,payment_method,taxa_padrao_esperada,isencao_documentada,taxa_cobrada_real
T103759,C144,180.1,5941,pix_debit,0.025,False,0.0
T103760,C116,253.77,5813,credit,0.03,False,0.03
T103761,C114,406.37,5941,pix_debit,0.025,False,0.0
T103762,C132,431.92,8011,credit,0.028,False,0.028
T103763,C115,443.13,5941,pix_debit,0.03,False,0.0
T103764,C127,157.49,5813,credit,0.0,True,0.0
T103765,C146,34.68,5941,debit,0.028,False,0.028
T103766,C118,109.13,8299,pix_credit,0.025,False,0.0
T103767,C136,209.5,5411,pix_credit,0.028,False,0.028
T103768,C119,322.5,5941,voucher,0.025,False,0.025
T103769,C124,190.62,8011,credit,0.03,False,0.03
T103770,C139,174.44,5411,credit,0.0,True,0.0
T103771,C123,56.75,7512,pix_credit,0.025,False,0.025
T103772,C103,62.64,4511,debit,0.025,False,0.025
T103773,C139,137.13,7512,debit,0.0,True,0.0
T103774,C146,320.33,4511,credit,0.028,False,0.028
T103775,C124,320.75,5941,credit,0.03,False,0.03
T103776,C121,221.14,8299,pix_debit,0.03,False,0.0
T103777,C115,111.35,5812,pix_debit,0.03,False,0.0
T103778,C132,257.97,4511,credit,0.028,False,0.028
T103779,C146,244.75,8299,credit,0.028,False,0.0
T103780,C127,275.71,5812,pix_credit,0.0,True,0.0
T103781,C106,498.08,4511,pix_debit,0.025,False,0.0
T103782,C136,162.87,5411,debit,0.028,False,0.028
T103783,C129,200.04,7512,debit,0.03,False,0.03
T103784,C113,128.01999999999998,5812,pix_debit,0.028,False,0.0
T103785,C119,697.55,5813,credit,0.025,False,0.025
T103786,C100,163.1,8011,voucher,0.03,False,0.03
T103787,C121,78.27,5813,voucher,0.03,False,0.03
T103788,C113,151.55,4511,credit,0.028,False,0.028
T103789,C124,186.09,5411,debit,0.03,False,0.03
T103790,C146,494.22,5941,pix_debit,0.028,False,0.0
T103791,C104,142.47,5812,pix_credit,0.03,False,0.03
T103792,C139,142.45,5411,credit,0.0,True,0.0
T103793,C142,159.47,5813,credit,0.0,True,0.0
T103794,C107,499.35,8011,credit,0.0,True,0.0
T103795,C101,91.55,5812,credit,0.028,False,0.028
T103796,C124,258.8,5813,credit,0.03,False,0.03
T103797,C125,606.24,8011,pix_debit,0.025,False,0.0
T103798,C145,221.52,8299,credit,0.028,False,0.0
T103799,C128,52.59,4511,credit,0.0,True,0.0
T103800,C135,193.53,5411,voucher,0.028,False,0.028
T103801,C104,343.23,5812,debit,0.03,False,0.03
T103802,C130,61.27,4511,credit,0.0,True,0.025
T103803,C123,49.41,7512,pix_credit,0.025,False,0.025
T103804,C120,48.66,5812,debit,0.025,False,0.025
T103805,C135,167.5,7512,debit,0.028,False,0.028
T103806,C133,80.18,5813,debit,0.025,False,0.025
T103807,C115,317.61,5411,debit,0.03,False,0.03
T103808,C127,428.03,4511,debit,0.0,True,0.0
T103809,C125,132.91,8011,credit,0.025,False,0.025
T103810,C101,490.08,5813,credit,0.028,False,0.028
T103811,C128,223.07,5813,pix_credit,0.0,True,0.0
T103812,C101,204.58,7512,credit,0.028,False,0.028
T103813,C144,328.11,4511,credit,0.025,False,0.025
T103814,C122,147.71,8011,debit,0.03,False,0.03
T103815,C136,87.28,8011,debit,0.028,False,0.028
T103816,C134,2131.0,5812,credit,0.03,False,0.03
T103817,C128,148.82,5941,debit,0.0,True,0.0
T103818,C140,542.56,5941,pix_debit,0.025,False,0.0
T103819,C127,150.8,8299,debit,0.0,True,0.0
T103820,C132,171.21,8299,credit,0.028,False,0.0
T103821,C112,183.38,5411,credit,0.03,False,0.03
T103822,C149,71.46000000000001,4511,debit,0.028,False,0.028
T103823,C136,61.45,5812,credit,0.028,False,0.028
T103824,C131,291.07,8299,pix_debit,0.03,False,0.0
T103825,C104,107.84,7512,debit,0.03,False,0.03
T103826,C136,92.67,8011,credit,0.028,False,0.028
T103827,C129,97.01,5813,credit,0.03,False,0.03
T103828,C104,91.52,7512,credit,0.03,False,0.03
T103829,C119,126.89,8299,credit,0.025,False,0.0
T103830,C110,227.0,7512,debit,0.025,False,0.025
T103831,C142,260.73,5411,credit,0.0,True,0.0
T103832,C144,68.00999999999999,8299,credit,0.025,False,0.0
T103833,C102,160.8,5941,pix_debit,0.028,False,0.0
T103834,C105,68.57,8299,debit,0.028,False,0.0
T103835,C126,294.49,4511,pix_debit,0.03,False,0.0
T103836,C110,221.48,8011,pix_debit,0.025,False,0.0
T103837,C136,242.51,8011,debit,0.028,False,0.028
T103838,C117,188.85,7512,pix_debit,0.0,True,0.0
T103839,C149,494.24,4511,credit,0.028,False,0.028
T103840,C125,458.17,5813,credit,0.025,False,0.025
T103841,C139,209.68,8011,credit,0.0,True,0.0
T103842,C113,143.26,7512,voucher,0.028,False,0.028
T103843,C140,136.22,5812,debit,0.025,False,0.025
T103844,C109,105.63,7512,pix_debit,0.028,False,0.0
T103845,C119,119.58,5812,pix_debit,0.025,False,0.0
T103846,C139,102.46,5812,pix_debit,0.0,True,0.0
T103847,C134,87.97,5812,debit,0.03,False,0.03
T103848,C123,55.6,8011,pix_credit,0.025,False,0.025
T103849,C107,174.06,5411,credit,0.0,True,0.0
T103850,C139,247.67,5941,credit,0.0,True,0.0
T103851,C142,100.01,7512,debit,0.0,True,0.0
T103852,C115,290.24,5813,debit,0.03,False,0.03
T103853,C140,829.22,5411,credit,0.025,False,0.025
T103854,C118,73.14,5411,debit,0.025,False,0.025
T103855,C103,53.23,5813,pix_credit,0.025,False,0.025
T103856,C114,126.0,8011,credit,0.025,False,0.025
T103857,C113,53.98,8011,debit,0.028,False,0.028
T103858,C138,311.84,4511,credit,0.03,False,0.03
T103859,C132,79.74,5813,credit,0.028,False,0.028
T103860,C101,167.41,5812,credit,0.028,False,0.028
T103861,C125,340.47,5411,debit,0.025,False,0.025
T103862,C135,310.76,8299,credit,0.028,False,0.0
T103863,C105,54.71,5411,credit,0.028,False,0.028
T103864,C145,196.88,5411,debit,0.028,False,0.028
T103865,C135,542.6,8011,credit,0.028,False,0.028
T103866,C107,565.59,5941,credit,0.0,True,0.0
T103867,C129,37.73,8299,debit,0.03,False,0.0
T103868,C118,224.1,5941,pix_debit,0.025,False,0.0
T103869,C107,672.82,8299,debit,0.0,True,0.0
T103870,C145,294.29,5941,pix_debit,0.028,False,0.0
T103871,C149,94.84,7512,credit,0.028,False,0.028
T103872,C104,129.12,4511,voucher,0.03,False,0.03
T103873,C140,186.53,5941,credit,0.025,False,0.025
T103874,C119,296.5,5411,voucher,0.025,False,0.025
T103875,C117,430.79,5411,credit,0.0,True,0.0
T103876,C124,482.15,8299,credit,0.03,False,0.0
T103877,C125,105.72,5812,credit,0.025,False,0.025
T103878,C123,158.76,4511,credit,0.025,False,0.025
T103879,C126,769.96,8011,credit,0.03,False,0.03
T103880,C118,81.18,5411,pix_credit,0.025,False,0.025
T103881,C122,44.03,4511,pix_debit,0.03,False,0.0
T103882,C117,169.47,5813,credit,0.0,True,0.0
T103883,C125,176.71,8299,voucher,0.025,False,0.0
T103884,C141,113.99,8011,credit,0.0,True,0.025
T103885,C136,87.44,5813,debit,0.028,False,0.028
T103886,C121,115.56,5813,credit,0.03,False,0.03
T103887,C104,404.54,5812,pix_debit,0.03,False,0.0
T103888,C137,87.61,5411,credit,0.028,False,0.028
T103889,C100,147.65,5411,pix_credit,0.03,False,0.03
T103890,C147,451.48,7512,credit,0.03,False,0.03
T103891,C109,118.62,8011,credit,0.028,False,0.028
T103892,C132,529.31,5941,credit,0.028,False,0.028
T103893,C112,83.6,5813,pix_debit,0.03,False,0.0
T103894,C110,136.94,8299,pix_debit,0.025,False,0.0
T103895,C125,86.21,8011,pix_debit,0.025,False,0.0
T103896,C133,18.34,8299,voucher,0.025,False,0.0
T103897,C128,187.72,8011,debit,0.0,True,0.0
T103898,C124,119.75,5941,debit,0.03,False,0.03
T103899,C144,51.76,8299,credit,0.025,False,0.0
T103900,C129,247.05,5813,credit,0.03,False,0.03
T103901,C123,1252.94,5812,pix_debit,0.025,False,0.0
T103902,C116,106.83,5812,voucher,0.03,False,0.03
T103903,C135,309.28,8299,credit,0.028,False,0.0
T103904,C106,427.69,5411,debit,0.025,False,0.025
T103905,C130,138.57,8011,credit,0.0,True,0.025
T103906,C119,120.96,8299,debit,0.025,False,0.0
T103907,C130,200.5,5941,voucher,0.0,True,0.025
T103908,C122,167.64,8011,pix_debit,0.03,False,0.0
T103909,C106,61.36,5812,credit,0.025,False,0.025
T103910,C139,89.04,5411,pix_credit,0.0,True,0.0
T103911,C117,367.27,8299,credit,0.0,True,0.0
T103912,C102,218.22,7512,pix_debit,0.028,False,0.0
T103913,C145,183.83,5812,credit,0.028,False,0.028
T103914,C112,79.51,5411,pix_credit,0.03,False,0.03
T103915,C135,200.69,5411,credit,0.028,False,0.028
T103916,C127,30.75,5812,pix_debit,0.0,True,0.0
T103917,C132,34.86,5812,debit,0.028,False,0.028
T103918,C100,312.51,7512,voucher,0.03,False,0.03
T103919,C123,255.14,4511,debit,0.025,False,0.025
T103920,C127,144.85,5813,pix_debit,0.0,True,0.0
T103921,C136,114.92,5411,debit,0.028,False,0.028
T103922,C142,58.64,5812,debit,0.0,True,0.0
T103923,C128,58.5,5813,pix_debit,0.0,True,0.0
T103924,C103,242.87,5813,debit,0.025,False,0.025
T103925,C116,382.59,8299,credit,0.03,False,0.0
T103926,C133,70.58,5812,credit,0.025,False,0.025
T103927,C123,173.59,4511,voucher,0.025,False,0.025
T103928,C104,137.45,8299,pix_credit,0.03,False,0.0
T103929,C105,203.25,5411,debit,0.028,False,0.028
T103930,C144,35.4,8011,pix_credit,0.025,False,0.025
T103931,C125,24.83,5812,credit,0.025,False,0.025
T103932,C129,520.1,8011,pix_debit,0.03,False,0.0
T103933,C101,99.31,5941,credit,0.028,False,0.028
T103934,C147,175.75,5812,credit,0.03,False,0.03
T103935,C147,44.15,7512,debit,0.03,False,0.03
T103936,C102,257.13,7512,credit,0.028,False,0.028
T103937,C140,186.2,7512,debit,0.025,False,0.025
T103938,C142,1583.43,8299,credit,0.0,True,0.0
T103939,C120,406.74,5813,debit,0.025,False,0.025
T103940,C147,303.08,5941,pix_debit,0.03,False,0.0
T103941,C109,130.73000000000002,5812,debit,0.028,False,0.028
T103942,C113,134.82,5812,debit,0.028,False,0.028
T103943,C102,218.33,4511,voucher,0.028,False,0.028
T103944,C115,90.3,7512,credit,0.03,False,0.03
T103945,C136,72.28999999999999,5812,debit,0.028,False,0.028
T103946,C113,363.22,8299,credit,0.028,False,0.0
T103947,C126,471.63,5941,debit,0.03,False,0.03
T103948,C107,724.43,5411,debit,0.0,True,0.0
T103949,C130,537.21,8299,credit,0.0,True,0.0
T103950,C114,129.98000000000002,8011,credit,0.025,False,0.025
T103951,C123,37.41,5941,credit,0.025,False,0.025
T103952,C142,80.0,8011,debit,0.0,True,0.0
T103953,C148,441.72,8011,debit,0.028,False,0.028
T103954,C148,611.9,8011,credit,0.028,False,0.028
T103955,C132,31.04,8299,credit,0.028,False,0.0
T103956,C134,536.32,5813,pix_credit,0.03,False,0.03
T103957,C106,210.75,8011,credit,0.025,False,0.025
T103958,C116,39.72,8299,pix_credit,0.03,False,0.0
T103959,C100,136.29000000000002,5941,credit,0.03,False,0.03
T103960,C130,29.94,8011,credit,0.0,True,0.025
T103961,C119,107.37,5411,pix_debit,0.025,False,0.0
T103962,C140,67.7,7512,pix_debit,0.025,False,0.0
T103963,C116,417.73,5411,debit,0.03,False,0.03
T103964,C120,491.91,5411,pix_credit,0.025,False,0.025
T103965,C138,23.94,7512,debit,0.03,False,0.03
T103966,C133,179.4,8299,debit,0.025,False,0.0
T103967,C141,54.0,8299,credit,0.0,True,0.0
T103968,C136,75.05,5813,pix_debit,0.028,False,0.0
T103969,C123,132.76,8299,credit,0.025,False,0.0
T103970,C131,46.51,4511,debit,0.03,False,0.03
T103971,C128,112.76,5813,credit,0.0,True,0.0
T103972,C122,239.78,8299,credit,0.03,False,0.0
T103973,C131,505.41,5411,pix_debit,0.03,False,0.0
T103974,C115,104.2,5411,credit,0.03,False,0.03
T103975,C122,178.91,8011,credit,0.03,False,0.03
T103976,C116,400.47,5813,debit,0.03,False,0.03
T103977,C134,365.14,7512,credit,0.03,False,0.03
T103978,C103,194.5,8299,credit,0.025,False,0.0
T103979,C104,683.62,5812,credit,0.03,False,0.03
T103980,C114,113.66,5411,debit,0.025,False,0.025
T103981,C119,141.03,8299,debit,0.025,False,0.0
T103982,C142,122.5,5813,credit,0.0,True,0.0
T103983,C140,116.03,5411,debit,0.025,False,0.025
T103984,C101,132.53,8011,pix_debit,0.028,False,0.0
T103985,C136,642.58,8011,credit,0.028,False,0.028
T103986,C107,60.71,5411,pix_debit,0.0,True,0.0
T103987,C103,149.4,4511,credit,0.025,False,0.025
T103988,C138,223.02,8299,pix_debit,0.03,False,0.0
T103989,C125,1446.79,7512,debit,0.025,False,0.025
T103990,C128,125.17,8299,credit,0.0,True,0.0
T103991,C103,856.7,5813,credit,0.025,False,0.025
T103992,C148,171.08,5813,voucher,0.028,False,0.028
T103993,C125,197.11,5812,debit,0.025,False,0.025
T103994,C137,45.43,5411,credit,0.028,False,0.028
T103995,C131,39.25,5813,credit,0.03,False,0.03
T103996,C141,158.43,5813,credit,0.0,True,0.025
T103997,C147,109.84,5812,credit,0.03,False,0.03
T103998,C118,1540.09,5813,credit,0.025,False,0.025
T103999,C145,36.05,8299,pix_credit,0.028,False,0.0
T104000,C148,96.21,5411,pix_credit,0.028,False,0.028
T104001,C120,129.2,4511,pix_debit,0.025,False,0.0
T104002,C108,72.17,5411,credit,0.03,False,0.03
T104003,C130,79.47,7512,credit,0.0,True,0.025
T104004,C131,230.21,7512,pix_debit,0.03,False,0.0
T104005,C138,106.46,8011,pix_credit,0.03,False,0.03
T104006,C141,90.33,5813,debit,0.0,True,0.025
T104007,C102,322.64,4511,debit,0.028,False,0.028
T104008,C144,362.27,7512,debit,0.025,False,0.025
T104009,C128,25.53,5813,pix_credit,0.0,True,0.0
T104010,C114,152.65,5812,voucher,0.025,False,0.025
T104011,C120,92.78,8011,credit,0.025,False,0.025
T104012,C121,1047.67,4511,credit,0.03,False,0.03
T104013,C111,283.98,5941,debit,0.03,False,0.03
T104014,C131,126.44,4511,credit,0.03,False,0.03
T104015,C138,20.21,8299,pix_debit,0.03,False,0.0
T104016,C127,251.15,8299,credit,0.0,True,0.0
T104017,C111,148.98,7512,credit,0.03,False,0.03
T104018,C116,123.07,8011,pix_credit,0.03,False,0.03
T104019,C141,153.9,8011,credit,0.0,True,0.025
T104020,C139,258.5,4511,credit,0.0,True,0.0
T104021,C149,139.51,8011,pix_debit,0.028,False,0.0
T104022,C121,247.8,8299,voucher,0.03,False,0.0
T104023,C107,122.05,4511,credit,0.0,True,0.0
T104024,C145,883.41,8011,debit,0.028,False,0.028
T104025,C122,871.92,4511,debit,0.03,False,0.03
T104026,C139,88.11,5812,pix_credit,0.0,True,0.0
T104027,C116,364.49,8299,voucher,0.03,False,0.0
T104028,C145,172.71,8299,voucher,0.028,False,0.0
T104029,C141,73.06,5941,pix_debit,0.0,True,0.0
T104030,C143,123.12,5941,pix_debit,0.028,False,0.0
T104031,C102,51.68,5411,pix_debit,0.028,False,0.0
T104032,C119,67.31,7512,debit,0.025,False,0.025
T104033,C132,40.89,5941,pix_debit,0.028,False,0.0
T104034,C126,417.39,5941,debit,0.03,False,0.03
T104035,C148,891.54,4511,credit,0.028,False,0.028
T104036,C108,324.08,4511,credit,0.03,False,0.03
T104037,C114,129.36,5411,credit,0.025,False,0.025
T104038,C144,116.67,5941,voucher,0.025,False,0.025
T104039,C125,52.75,5411,credit,0.025,False,0.025
T104040,C118,133.85,7512,credit,0.025,False,0.025
T104041,C112,544.57,5941,debit,0.03,False,0.03
T104042,C139,184.85,5812,debit,0.0,True,0.0
T104043,C134,33.91,8011,credit,0.03,False,0.03
T104044,C134,74.69,5941,debit,0.03,False,0.03
T104045,C124,58.55,7512,credit,0.03,False,0.03
T104046,C121,725.63,5813,pix_credit,0.03,False,0.03
T104047,C123,57.83,8299,debit,0.025,False,0.0
T104048,C120,37.42,8011,credit,0.025,False,0.025
T104049,C138,193.21,8299,credit,0.03,False,0.0
T104050,C142,192.39,5813,pix_credit,0.0,True,0.0
T104051,C145,187.76,5411,credit,0.028,False,0.028
T104052,C130,125.21,7512,credit,0.0,True,0.025
T104053,C131,486.28,7512,pix_debit,0.03,False,0.0
T104054,C117,183.14,8011,credit,0.0,True,0.0
T104055,C101,133.9,5813,credit,0.028,False,0.028
T104056,C120,65.25999999999999,8299,credit,0.025,False,0.0
T104057,C121,60.14,8299,credit,0.03,False,0.0
T104058,C149,133.6,7512,debit,0.028,False,0.028
T104059,C149,395.16,5941,credit,0.028,False,0.028
T104060,C122,165.11,8011,credit,0.03,False,0.03
T104061,C129,134.23000000000002,5812,pix_credit,0.03,False,0.03
T104062,C142,94.22,7512,credit,0.0,True,0.0
T104063,C142,243.71,5411,pix_credit,0.0,True,0.0
T104064,C119,136.1,7512,debit,0.025,False,0.025
T104065,C101,299.38,8011,pix_debit,0.028,False,0.0
T104066,C103,110.62,5411,pix_credit,0.025,False,0.025
T104067,C108,72.53,8011,pix_credit,0.03,False,0.03
T104068,C117,79.2,8299,pix_credit,0.0,True,0.0
T104069,C147,258.27,5813,debit,0.03,False,0.03
T104070,C116,1328.98,5813,credit,0.03,False,0.03
T104071,C132,335.92,8299,pix_debit,0.028,False,0.0
T104072,C134,111.81,8299,pix_debit,0.03,False,0.0
T104073,C121,71.32,5813,credit,0.03,False,0.03
T104074,C123,50.86,4511,pix_credit,0.025,False,0.025
T104075,C121,185.57,5813,voucher,0.03,False,0.03
T104076,C110,339.68,5411,credit,0.025,False,0.025
T104077,C118,359.3,8011,credit,0.025,False,0.025
T104078,C116,233.23,5813,credit,0.03,False,0.03
T104079,C128,290.95,4511,credit,0.0,True,0.0
T104080,C136,146.68,5813,debit,0.028,False,0.028
T104081,C144,263.9,7512,debit,0.025,False,0.025
T104082,C137,35.42,5941,pix_credit,0.028,False,0.028
T104083,C113,111.09,4511,pix_debit,0.028,False,0.0
T104084,C145,140.64,5812,pix_credit,0.028,False,0.028
T104085,C117,76.82,5812,credit,0.0,True,0.0
T104086,C107,23.06,8011,pix_credit,0.0,True,0.0
T104087,C136,194.46,5812,debit,0.028,False,0.028
T104088,C127,333.57,5411,credit,0.0,True,0.0
T104089,C113,186.23,4511,credit,0.028,False,0.028
T104090,C145,265.16,8011,credit,0.028,False,0.028
T104091,C137,62.43,5411,debit,0.028,False,0.028
T104092,C117,247.7,5812,credit,0.0,True,0.0
T104093,C124,1191.1,5812,debit,0.03,False,0.03
T104094,C103,114.02,5813,debit,0.025,False,0.025
T104095,C131,81.94,5411,credit,0.03,False,0.03
T104096,C133,110.36,4511,credit,0.025,False,0.025
T104097,C109,232.13,5812,debit,0.028,False,0.028
T104098,C149,240.27,5941,pix_credit,0.028,False,0.028
T104099,C124,164.44,4511,debit,0.03,False,0.03
T104100,C128,332.18,5411,debit,0.0,True,0.0
T104101,C142,33.69,7512,pix_debit,0.0,True,0.0
T104102,C139,856.55,5813,credit,0.0,True,0.0
T104103,C126,151.09,7512,pix_credit,0.03,False,0.03
T104104,C142,145.42,4511,credit,0.0,True,0.0
T104105,C129,84.12,8299,debit,0.03,False,0.0
T104106,C103,545.92,7512,debit,0.025,False,0.025
T104107,C131,409.14,5941,pix_debit,0.03,False,0.0
T104108,C143,347.12,4511,credit,0.028,False,0.028
T104109,C133,212.31,5941,debit,0.025,False,0.025
T104110,C104,300.0,7512,voucher,0.03,False,0.03
T104111,C117,781.45,5812,pix_credit,0.0,True,0.0
T104112,C138,69.25999999999999,5941,pix_credit,0.03,False,0.03
T104113,C134,539.95,5411,credit,0.03,False,0.03
T104114,C128,172.34,4511,debit,0.0,True,0.0
T104115,C107,94.37,5812,pix_credit,0.0,True,0.0
T104116,C106,72.43,8011,credit,0.025,False,0.025
T104117,C130,366.75,7512,voucher,0.0,True,0.025
T104118,C143,432.9,5941,credit,0.028,False,0.028
T104119,C141,49.6,5813,debit,0.0,True,0.025
T104120,C111,82.08,4511,debit,0.03,False,0.03
T104121,C115,100.78,5813,pix_debit,0.03,False,0.0
T104122,C135,262.81,5411,voucher,0.028,False,0.028
T104123,C143,326.55,5813,credit,0.028,False,0.028
T104124,C101,318.88,7512,credit,0.028,False,0.028
T104125,C149,37.08,5941,pix_debit,0.028,False,0.0
T104126,C114,444.41,7512,debit,0.025,False,0.025
T104127,C107,147.04,8299,credit,0.0,True,0.0
T104128,C115,183.37,7512,pix_debit,0.03,False,0.0
T104129,C132,184.73,4511,voucher,0.028,False,0.028
T104130,C140,805.84,8011,credit,0.025,False,0.025
T104131,C144,60.35,5812,credit,0.025,False,0.025
T104132,C144,56.02,4511,pix_credit,0.025,False,0.025
T104133,C132,111.99,8299,pix_credit,0.028,False,0.0
T104134,C136,130.04000000000002,5813,pix_debit,0.028,False,0.0
T104135,C135,60.69,8299,credit,0.028,False,0.0
T104136,C116,127.16,5812,pix_debit,0.03,False,0.0
T104137,C125,770.06,7512,credit,0.025,False,0.025
T104138,C134,57.33,5941,credit,0.03,False,0.03
T104139,C100,288.01,4511,credit,0.03,False,0.03
T104140,C147,135.76999999999998,4511,pix_debit,0.03,False,0.0
T104141,C101,878.6,5411,debit,0.028,False,0.028
T104142,C104,103.6,8011,credit,0.03,False,0.03
T104143,C101,68.85,5813,credit,0.028,False,0.028
T104144,C135,106.51,4511,credit,0.028,False,0.028
T104145,C136,58.39,5813,voucher,0.028,False,0.028
T104146,C108,38.620000000000005,8299,credit,0.03,False,0.0
T104147,C127,118.0,5812,debit,0.0,True,0.0
T104148,C125,261.75,4511,debit,0.025,False,0.025
T104149,C113,30.25,5411,debit,0.028,False,0.028
T104150,C130,45.13,5813,credit,0.0,True,0.025
T104151,C143,85.16,8299,debit,0.028,False,0.0
T104152,C138,139.38,8299,debit,0.03,False,0.0
T104153,C131,345.68,4511,debit,0.03,False,0.03
T104154,C147,112.64,5812,pix_credit,0.03,False,0.03
T104155,C129,225.62,8299,credit,0.03,False,0.0
T104156,C115,125.25,7512,credit,0.03,False,0.03
T104157,C113,351.6,5941,credit,0.028,False,0.028
T104158,C127,341.82,5813,debit,0.0,True,0.0
T104159,C140,460.23,8011,credit,0.025,False,0.025
T104160,C114,200.22,4511,pix_debit,0.025,False,0.0
T104161,C116,923.17,5941,debit,0.03,False,0.03
T104162,C141,701.19,8011,debit,0.0,True,0.025
T104163,C115,88.58,5813,pix_credit,0.03,False,0.03
T104164,C102,83.28,8011,credit,0.028,False,0.028
T104165,C124,594.31,5411,credit,0.03,False,0.03
T104166,C123,89.43,5941,credit,0.025,False,0.025
T104167,C133,197.96,4511,debit,0.025,False,0.025
T104168,C114,304.86,5812,debit,0.025,False,0.025
T104169,C134,355.89,5813,credit,0.03,False,0.03
T104170,C143,738.67,8299,credit,0.028,False,0.0
T104171,C120,36.120000000000005,8299,credit,0.025,False,0.0
T104172,C109,53.36,5812,voucher,0.028,False,0.028
T104173,C123,158.89,5411,pix_debit,0.025,False,0.0
T104174,C143,16.81,5813,credit,0.028,False,0.028
T104175,C106,33.95,5411,credit,0.025,False,0.025
T104176,C116,414.96,5812,pix_credit,0.03,False,0.03
T104177,C111,74.08,4511,credit,0.03,False,0.03
T104178,C111,50.8,5411,debit,0.03,False,0.03
T104179,C122,235.78,8299,pix_credit,0.03,False,0.0
T104180,C135,62.61,8299,credit,0.028,False,0.0
T104181,C106,94.08,8011,debit,0.025,False,0.025
T104182,C144,356.17,4511,credit,0.025,False,0.025
T104183,C108,40.120000000000005,8299,credit,0.03,False,0.0
T104184,C130,56.81,8299,pix_debit,0.0,True,0.0
T104185,C108,348.66,8299,credit,0.03,False,0.0
T104186,C104,67.6,8299,debit,0.03,False,0.0
T104187,C142,64.72999999999999,7512,pix_credit,0.0,True,0.0
T104188,C102,1815.96,8299,voucher,0.028,False,0.0
T104189,C103,496.61,8299,credit,0.025,False,0.0
T104190,C103,149.03,5813,voucher,0.025,False,0.025
T104191,C140,131.16,7512,credit,0.025,False,0.025
T104192,C132,398.83,5941,credit,0.028,False,0.028
T104193,C128,227.96,4511,debit,0.0,True,0.0
T104194,C122,184.79,5941,credit,0.03,False,0.03
T104195,C121,803.71,8011,credit,0.03,False,0.03
T104196,C139,50.68,8011,debit,0.0,True,0.0
T104197,C112,215.75,4511,credit,0.03,False,0.03
T104198,C113,37.1,5411,credit,0.028,False,0.028
T104199,C112,795.42,8299,debit,0.03,False,0.0
T104200,C146,247.44,8299,pix_debit,0.028,False,0.0
T104201,C131,552.66,5411,credit,0.03,False,0.03
T104202,C139,48.87,8011,voucher,0.0,True,0.0
T104203,C140,712.08,5941,credit,0.025,False,0.025
T104204,C139,126.96,5813,credit,0.0,True,0.0
T104205,C121,894.44,5813,debit,0.03,False,0.03
T104206,C130,75.68,5941,debit,0.0,True,0.025
T104207,C115,360.12,7512,credit,0.03,False,0.03
T104208,C104,83.34,7512,credit,0.03,False,0.03
T104209,C100,361.66,5813,credit,0.03,False,0.03
T104210,C137,1010.66,5812,debit,0.028,False,0.028
T104211,C148,172.54,5411,debit,0.028,False,0.028
T104212,C119,137.05,5813,pix_debit,0.025,False,0.0
T104213,C133,31.33,5411,credit,0.025,False,0.025
T104214,C123,89.95,5812,debit,0.025,False,0.025
T104215,C131,148.05,5411,credit,0.03,False,0.03
T104216,C124,114.47,8011,pix_debit,0.03,False,0.0
T104217,C121,200.93,5411,debit,0.03,False,0.03
T104218,C144,150.1,5813,debit,0.025,False,0.025
T104219,C129,227.43,5411,pix_credit,0.03,False,0.03
T104220,C132,295.88,5812,credit,0.028,False,0.028
T104221,C132,182.43,7512,voucher,0.028,False,0.028
T104222,C123,185.2,5813,credit,0.025,False,0.025
T104223,C101,101.68,4511,debit,0.028,False,0.028
T104224,C131,172.48,5941,credit,0.03,False,0.03
T104225,C137,546.47,8299,voucher,0.028,False,0.0
T104226,C144,74.12,5411,debit,0.025,False,0.025
T104227,C111,37.84,5941,credit,0.03,False,0.03
T104228,C107,124.97,5812,pix_credit,0.0,True,0.0
T104229,C106,136.25,4511,pix_credit,0.025,False,0.025
T104230,C140,2742.91,5812,debit,0.025,False,0.025
T104231,C140,92.78,4511,pix_credit,0.025,False,0.025
T104232,C134,398.83,7512,credit,0.03,False,0.03
T104233,C136,334.2,5411,pix_credit,0.028,False,0.028
T104234,C106,528.06,5411,credit,0.025,False,0.025
T104235,C136,106.94,5812,pix_credit,0.028,False,0.028
T104236,C140,90.02,7512,pix_credit,0.025,False,0.025
T104237,C139,83.32,7512,pix_credit,0.0,True,0.0
T104238,C101,170.33,8011,credit,0.028,False,0.028
T104239,C143,148.07,4511,credit,0.028,False,0.028
T104240,C121,74.39,8011,credit,0.03,False,0.03
T104241,C104,50.77,5411,pix_debit,0.03,False,0.0
T104242,C133,284.21,5411,credit,0.025,False,0.025
T104243,C116,237.21,4511,debit,0.03,False,0.03
T104244,C112,733.72,7512,credit,0.03,False,0.03
T104245,C119,173.81,8011,credit,0.025,False,0.025
T104246,C111,212.46,5812,debit,0.03,False,0.03
T104247,C133,125.88,5813,debit,0.025,False,0.025
T104248,C139,80.31,5941,voucher,0.0,True,0.0
T104249,C139,69.84,4511,debit,0.0,True,0.0
T104250,C104,150.6,5411,debit,0.03,False,0.03
T104251,C132,371.74,5941,pix_debit,0.028,False,0.0
T104252,C110,58.55,4511,debit,0.025,False,0.025
T104253,C139,167.95,7512,pix_debit,0.0,True,0.0
T104254,C123,151.89,4511,debit,0.025,False,0.025
T104255,C133,207.77,5812,debit,0.025,False,0.025
T104256,C116,174.04,8011,credit,0.03,False,0.03
